date,session_key,wind_speed,meeting_key,rainfall,air_temperature,pressure,track_temperature,wind_direction,humidity
2026-03-28T06:42:59.270000+00:00,11249,2.5,1281,0,16.9,1008.7,28.1,147,44.5
2026-03-28T06:43:59.270000+00:00,11249,0.6,1281,0,16.8,1008.7,28.2,121,46.1
2026-03-28T06:44:59.271000+00:00,11249,1.9,1281,0,16.7,1008.6,28.2,148,48.9
2026-03-28T06:45:59.270000+00:00,11249,1.0,1281,0,16.6,1008.7,28.0,172,50.8
2026-03-28T06:46:59.270000+00:00,11249,1.8,1281,0,16.5,1008.7,27.9,114,52.8
2026-03-28T06:47:59.272000+00:00,11249,2.1,1281,0,16.5,1008.6,27.9,127,52.4
2026-03-28T06:48:59.273000+00:00,11249,2.1,1281,0,16.5,1008.7,27.7,128,49.8
2026-03-28T06:49:59.273000+00:00,11249,1.3,1281,0,16.4,1008.7,27.5,107,50.8
2026-03-28T06:50:59.275000+00:00,11249,0.8,1281,0,16.4,1008.6,27.8,59,51.9
2026-03-28T06:51:59.275000+00:00,11249,0.4,1281,0,16.5,1008.7,27.8,9,52.4
2026-03-28T06:52:59.274000+00:00,11249,1.5,1281,0,16.6,1008.7,27.5,333,52.2
2026-03-28T06:53:59.276000+00:00,11249,1.0,1281,0,16.7,1008.6,27.5,131,51.7
2026-03-28T06:54:59.280000+00:00,11249,1.2,1281,0,16.6,1008.6,27.3,129,51.5
2026-03-28T06:55:59.279000+00:00,11249,1.6,1281,0,16.6,1008.6,27.2,114,52.9
2026-03-28T06:56:59.277000+00:00,11249,0.8,1281,0,16.5,1008.6,27.2,97,53.0
2026-03-28T06:57:59.284000+00:00,11249,1.8,1281,0,16.4,1008.6,27.4,134,54.2
2026-03-28T06:58:59.286000+00:00,11249,1.6,1281,0,16.6,1008.6,27.3,145,54.9
2026-03-28T06:59:59.280000+00:00,11249,1.3,1281,0,16.3,1008.7,26.9,84,55.8
2026-03-28T07:00:59.282000+00:00,11249,0.9,1281,0,16.3,1008.7,26.9,335,55.4
2026-03-28T07:01:59.298000+00:00,11249,1.4,1281,0,16.3,1008.6,26.8,334,55.5
2026-03-28T07:02:59.314000+00:00,11249,1.6,1281,0,16.4,1008.7,26.1,92,55.4
