session_id,segment_id,segment_kind,segment_confidence,driver_a,driver_b,entry_speed_delta_kph,apex_speed_delta_kph,exit_speed_delta_kph,min_speed_delta_kph,entry_gear_a,entry_gear_b,apex_gear_a,apex_gear_b,exit_gear_a,exit_gear_b,faster_driver,confidence
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,COL,OCO,169.2,170.0,127.4,170.0,7.0,3.0,7.0,3.0,6.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,COL,PER,192.75,195.0,116.0,195.0,7.0,1.0,7.0,1.0,6.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,COL,PIA,96.0,150.0,137.667,150.0,7.0,4.0,7.0,3.0,6.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,COL,RUS,162.0,163.0,123.2,163.0,7.0,2.0,7.0,2.0,6.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,COL,SAI,138.0,138.0,96.75,138.0,7.0,3.0,7.0,3.0,6.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,COL,STR,144.0,147.0,125.0,147.0,7.0,3.0,7.0,3.0,6.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,COL,VER,158.0,193.0,171.333,193.0,7.0,2.0,7.0,2.0,6.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,GAS,-9.333,21.0,52.0,21.0,5.0,5.0,5.0,5.0,6.0,5.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,HAD,44.0,102.0,134.4,102.0,5.0,4.0,5.0,2.0,6.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,HAM,-92.0,-92.0,-68.0,-92.0,5.0,7.0,5.0,7.0,6.0,8.0,HAM,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,HUL,-96.0,-96.0,-72.0,-96.0,5.0,7.0,5.0,7.0,6.0,7.0,HUL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,LAW,-65.5,-41.0,-5.0,-41.0,5.0,6.0,5.0,6.0,6.0,6.0,LAW,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,LEC,19.0,39.0,72.667,39.0,5.0,4.0,5.0,4.0,6.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,LIN,41.6,101.0,137.0,101.0,5.0,3.0,5.0,2.0,6.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,NOR,-132.0,-26.0,10.0,-26.0,5.0,8.0,5.0,7.0,6.0,7.0,NOR,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,OCO,-81.0,-81.0,-49.0,-81.0,5.0,7.0,5.0,7.0,6.0,7.0,OCO,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,PER,103.0,106.0,57.25,106.0,5.0,2.0,5.0,2.0,6.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,PIA,126.5,146.0,182.0,146.0,5.0,1.0,5.0,1.0,6.0,1.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,RUS,-81.0,-81.0,-48.0,-81.0,5.0,7.0,5.0,7.0,6.0,7.0,RUS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,SAI,13.0,14.0,16.0,14.0,5.0,5.0,5.0,5.0,6.0,5.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,STR,87.0,102.0,67.0,102.0,5.0,2.0,5.0,2.0,6.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,COL,VER,-40.333,56.0,92.0,56.0,5.0,6.0,5.0,4.0,6.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,GAS,94.0,142.0,165.5,142.0,6.0,3.0,6.0,2.0,6.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,HAD,131.0,130.0,87.25,130.0,6.0,2.0,6.0,2.0,6.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,HAM,-63.5,-66.0,-45.0,-66.0,6.0,8.0,6.0,8.0,6.0,8.0,HAM,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,HUL,-67.5,-70.0,-52.0,-70.0,6.0,7.0,6.0,7.0,6.0,8.0,HUL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,LAW,65.5,137.0,166.0,137.0,6.0,5.0,6.0,2.0,6.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,LEC,88.0,97.0,108.0,97.0,6.0,3.0,6.0,3.0,6.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,LIN,129.5,127.0,100.0,127.0,6.0,3.0,6.0,3.0,6.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,NOR,37.167,152.0,181.0,152.0,6.0,5.0,6.0,2.0,6.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,OCO,-44.5,15.0,44.0,15.0,6.0,7.0,6.0,5.0,6.0,5.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,PER,47.5,55.0,37.0,55.0,6.0,2.0,6.0,2.0,6.0,6.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,PIA,240.5,244.0,193.0,244.0,6.0,1.0,6.0,1.0,6.0,1.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,RUS,-52.5,-28.0,1.0,-28.0,6.0,7.0,6.0,7.0,6.0,7.0,RUS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,SAI,20.5,18.0,31.0,18.0,6.0,5.0,6.0,5.0,6.0,6.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,STR,71.5,94.0,117.667,94.0,6.0,3.0,6.0,3.0,6.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_06,approximate_segment,0.55,COL,VER,110.9,136.0,151.6,136.0,6.0,3.0,6.0,3.0,6.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,GAS,148.0,70.0,77.0,70.0,7.0,3.0,5.0,3.0,5.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,HAD,202.0,107.0,71.0,107.0,7.0,2.0,5.0,2.0,5.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,HAM,8.0,-11.0,-4.0,-11.0,7.0,8.0,5.0,7.0,5.0,7.0,HAM,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,HUL,54.0,94.0,101.0,94.0,7.0,8.0,5.0,4.0,5.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,LAW,188.333,109.0,114.0,109.0,7.0,2.0,5.0,2.0,5.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,LEC,86.0,-11.0,-35.0,-11.0,7.0,6.0,5.0,6.0,5.0,6.0,LEC,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,LIN,166.75,78.0,73.0,78.0,7.0,4.0,5.0,4.0,5.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,NOR,76.0,-21.0,-45.0,-21.0,7.0,6.0,5.0,6.0,5.0,7.0,NOR,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,OCO,122.0,80.0,84.5,80.0,7.0,4.0,5.0,4.0,5.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,PER,130.0,101.0,108.0,101.0,7.0,6.0,5.0,3.0,5.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,PIA,227.0,131.0,138.0,131.0,7.0,1.0,5.0,1.0,5.0,1.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,RUS,107.0,64.0,69.333,64.0,7.0,5.0,5.0,3.0,5.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,SAI,184.0,102.0,92.0,102.0,7.0,2.0,5.0,2.0,5.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,STR,136.0,39.0,-7.0,39.0,7.0,3.0,5.0,3.0,5.0,5.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_09,approximate_segment,0.55,COL,VER,54.0,-43.0,-55.5,-43.0,7.0,6.0,5.0,6.0,5.0,7.0,VER,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,GAS,68.0,49.0,15.0,49.0,4.0,3.0,4.0,3.0,4.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,HAD,25.0,24.0,24.0,24.0,4.0,5.0,4.0,4.0,4.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,HAM,19.4,106.0,99.6,106.0,4.0,5.0,4.0,2.0,4.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,HUL,101.0,108.0,80.667,108.0,4.0,2.0,4.0,2.0,4.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,LAW,99.75,86.0,11.0,86.0,4.0,2.0,4.0,2.0,4.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,LEC,-44.0,-24.0,-24.5,-24.0,4.0,6.0,4.0,5.0,4.0,5.0,LEC,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,LIN,44.0,47.0,-23.667,47.0,4.0,4.0,4.0,4.0,4.0,5.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,NOR,-58.5,-77.0,-81.0,-77.0,4.0,7.0,4.0,7.0,4.0,7.0,NOR,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,OCO,83.0,66.0,20.25,66.0,4.0,4.0,4.0,4.0,4.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,PER,101.4,84.0,70.2,84.0,4.0,3.0,4.0,3.0,4.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,RUS,70.0,60.0,57.0,60.0,4.0,3.0,4.0,3.0,4.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,SAI,79.0,60.0,-16.0,60.0,4.0,3.0,4.0,3.0,4.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,STR,-16.0,-33.0,-40.5,-33.0,4.0,5.0,4.0,5.0,4.0,5.0,STR,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_10,approximate_segment,0.55,COL,VER,-66.0,-85.0,-107.0,-85.0,4.0,7.0,4.0,7.0,4.0,7.0,VER,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,GAS,-51.333,-103.0,-97.0,-103.0,4.0,6.0,3.0,6.0,3.0,6.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,HAD,60.667,12.0,-22.0,12.0,4.0,3.0,3.0,3.0,3.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,HAM,51.667,0.0,-37.0,0.0,4.0,4.0,3.0,3.0,3.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,HUL,-42.833,-89.0,-106.0,-89.0,4.0,5.0,3.0,5.0,3.0,6.0,HUL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,LAW,39.667,16.0,10.0,16.0,4.0,3.0,3.0,3.0,3.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,LEC,-33.333,-85.0,-116.0,-85.0,4.0,5.0,3.0,5.0,3.0,6.0,LEC,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,LIN,-59.333,-60.0,-72.0,-60.0,4.0,6.0,3.0,5.0,3.0,5.0,LIN,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,NOR,61.667,37.0,50.0,37.0,4.0,2.0,3.0,2.0,3.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,OCO,-27.0,20.0,30.667,20.0,4.0,5.0,3.0,3.0,3.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,PER,-2.666,-51.0,-67.667,-51.0,4.0,5.0,3.0,5.0,3.0,5.0,PER,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,RUS,-22.333,-70.0,-57.0,-70.0,4.0,5.0,3.0,5.0,3.0,5.0,RUS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,SAI,89.667,46.0,25.4,46.0,4.0,2.0,3.0,2.0,3.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,STR,-4.333,-56.0,-52.0,-56.0,4.0,4.0,3.0,4.0,3.0,4.0,STR,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_12,approximate_segment,0.55,COL,VER,-107.333,-126.0,-113.0,-126.0,4.0,7.0,3.0,7.0,3.0,6.0,VER,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,GAS,-38.0,-38.0,-61.0,-38.0,5.0,5.0,4.0,5.0,4.0,6.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,HAD,-87.0,-87.0,-106.0,-87.0,5.0,7.0,4.0,7.0,4.0,8.0,HAD,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,HAM,-6.0,59.0,58.0,59.0,5.0,6.0,4.0,3.0,4.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,HUL,67.0,78.0,54.75,78.0,5.0,3.0,4.0,3.0,4.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,LAW,-80.0,-80.0,-99.5,-80.0,5.0,6.0,4.0,6.0,4.0,7.0,LAW,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,LEC,46.2,81.0,71.2,81.0,5.0,3.0,4.0,2.0,4.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,LIN,-51.5,-35.0,-76.0,-35.0,5.0,6.0,4.0,6.0,4.0,6.0,LIN,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,NOR,-48.0,-34.0,-38.5,-34.0,5.0,6.0,4.0,6.0,4.0,6.0,NOR,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,OCO,-57.0,-49.0,-45.0,-49.0,5.0,6.0,4.0,7.0,4.0,7.0,OCO,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,PER,-97.0,-97.0,-102.0,-97.0,5.0,7.0,4.0,7.0,4.0,7.0,PER,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,RUS,-11.0,30.0,34.0,30.0,5.0,4.0,4.0,3.0,4.0,3.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,SAI,65.0,65.0,25.0,65.0,5.0,3.0,4.0,3.0,4.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,STR,-55.0,48.0,52.0,48.0,5.0,6.0,4.0,2.0,4.0,2.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_15,approximate_segment,0.55,COL,VER,7.0,55.0,58.75,55.0,5.0,4.0,4.0,4.0,4.0,4.0,COL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,GAS,-104.7,-151.0,-148.8,-151.0,2.0,6.0,2.0,6.0,2.0,7.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,HAD,-146.2,-196.0,-193.8,-196.0,2.0,8.0,2.0,8.0,2.0,8.0,HAD,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,HAM,22.8,-13.0,-11.8,-13.0,2.0,3.0,2.0,3.0,2.0,3.0,HAM,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,HUL,10.8,-39.0,-64.8,-39.0,2.0,3.0,2.0,3.0,2.0,5.0,HUL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,LAW,-142.2,-192.0,-187.3,-192.0,2.0,7.0,2.0,7.0,2.0,8.0,LAW,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,LEC,17.8,-32.0,-88.133,-32.0,2.0,3.0,2.0,3.0,2.0,5.0,LEC,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,LIN,-118.2,-101.0,-86.8,-101.0,2.0,6.0,2.0,6.0,2.0,6.0,LIN,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,NOR,-70.2,-98.0,-89.8,-98.0,2.0,5.0,2.0,5.0,2.0,5.0,NOR,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,OCO,-68.7,-19.0,-4.8,-19.0,2.0,6.0,2.0,3.0,2.0,3.0,OCO,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,PER,-139.2,-118.0,-103.8,-118.0,2.0,7.0,2.0,6.0,2.0,6.0,PER,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,RUS,-5.2,-43.0,-31.133,-43.0,2.0,3.0,2.0,3.0,2.0,3.0,RUS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,SAI,-22.2,-72.0,-124.8,-72.0,2.0,4.0,2.0,4.0,2.0,6.0,SAI,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,STR,37.05,-4.0,-16.05,-4.0,2.0,2.0,2.0,2.0,2.0,3.0,STR,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_16,approximate_segment,0.55,COL,VER,17.8,-32.0,-67.05,-32.0,2.0,4.0,2.0,4.0,2.0,5.0,VER,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,HAD,-22.0,-9.0,6.0,-9.0,4.0,5.0,4.0,5.0,5.0,5.0,HAD,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,HAM,55.0,60.0,67.75,60.0,4.0,4.0,4.0,4.0,5.0,4.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,HUL,62.0,62.0,46.25,62.0,4.0,3.0,4.0,3.0,5.0,4.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,LAW,-44.0,-33.0,-17.667,-33.0,4.0,6.0,4.0,6.0,5.0,6.0,LAW,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,LEC,31.0,35.0,6.667,35.0,4.0,3.0,4.0,3.0,5.0,5.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,LIN,20.0,68.0,83.5,68.0,4.0,5.0,4.0,3.0,5.0,3.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,NOR,-92.0,-92.0,-96.0,-92.0,4.0,7.0,4.0,7.0,5.0,8.0,NOR,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,OCO,86.2,87.0,64.4,87.0,4.0,3.0,4.0,3.0,5.0,3.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,PER,109.75,112.0,53.0,112.0,4.0,1.0,4.0,1.0,5.0,3.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,PIA,13.0,67.0,74.667,67.0,4.0,4.0,4.0,3.0,5.0,3.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,RUS,79.0,80.0,60.2,80.0,4.0,2.0,4.0,2.0,5.0,3.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,SAI,55.0,55.0,33.75,55.0,4.0,3.0,4.0,3.0,5.0,4.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,STR,61.0,64.0,62.0,64.0,4.0,3.0,4.0,3.0,5.0,3.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_01,approximate_segment,0.55,GAS,VER,75.0,110.0,108.333,110.0,4.0,2.0,4.0,2.0,5.0,2.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,HAD,53.333,81.0,82.4,81.0,5.0,4.0,5.0,2.0,5.0,2.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,HAM,-82.667,-113.0,-120.0,-113.0,5.0,7.0,5.0,7.0,5.0,8.0,HAM,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,HUL,-86.667,-117.0,-124.0,-117.0,5.0,7.0,5.0,7.0,5.0,7.0,HUL,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,LAW,-56.167,-62.0,-57.0,-62.0,5.0,6.0,5.0,6.0,5.0,6.0,LAW,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,LEC,28.333,18.0,20.667,18.0,5.0,4.0,5.0,4.0,5.0,4.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,LIN,50.933,80.0,85.0,80.0,5.0,3.0,5.0,2.0,5.0,2.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,NOR,-122.667,-47.0,-42.0,-47.0,5.0,8.0,5.0,7.0,5.0,7.0,NOR,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,OCO,-71.667,-102.0,-101.0,-102.0,5.0,7.0,5.0,7.0,5.0,7.0,OCO,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,PER,112.333,85.0,5.25,85.0,5.0,2.0,5.0,2.0,5.0,2.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,PIA,135.833,125.0,130.0,125.0,5.0,1.0,5.0,1.0,5.0,1.0,GAS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,RUS,-71.667,-102.0,-100.0,-102.0,5.0,7.0,5.0,7.0,5.0,7.0,RUS,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,SAI,22.333,-7.0,-36.0,-7.0,5.0,5.0,5.0,5.0,5.0,5.0,SAI,0.55
2026_11_R_Hungarian Grand Prix,hungarian-grand-prix_corner_05,approximate_segment,0.55,GAS,STR,96.333,81.0,15.0,81.0,5.0,2.0,5.0,2.0,5.0,3.0,GAS,0.55
