session_id,segment_id,driver_a,driver_b,braking_start_delta_m,braking_duration_delta_s,braking_distance_delta_m,late_brake_delta,brake_intensity_delta,confidence,favorable_driver
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,STR,,0.24,12.6,0.1497,0.04,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,VER,,0.24,12.6,0.1497,0.04,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,ALO,5.427,0.159,10.307,0.0073,-0.0114,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,ANT,-44.446,1.199,68.511,-0.1494,0.1255,0.55,ANT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,BEA,-37.287,0.438,22.693,-0.1322,0.0,0.55,BEA
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,BOR,-63.206,0.799,45.833,-0.2065,0.0303,0.55,BOR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,BOT,-43.377,0.119,10.288,-0.1301,-0.0531,0.55,BOT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,COL,-17.961,0.318,20.374,-0.0389,0.0593,0.55,COL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,GAS,-16.378,0.559,36.311,-0.0448,0.0593,0.55,GAS
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,HAD,-27.959,0.678,31.117,-0.061,0.0136,0.55,HAD
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,HAM,-33.313,0.359,18.911,-0.1086,-0.0364,0.55,HAM
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,HUL,-56.351,0.879,52.878,-0.1525,0.0136,0.55,HUL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,LAW,-14.764,0.238,13.972,0.0279,-0.065,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,LEC,-53.257,0.439,22.222,-0.1561,0.0,0.55,LEC
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,LIN,-9.635,0.2,12.164,-0.0154,-0.107,0.55,LIN
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,NOR,-16.189,0.559,33.406,-0.0464,0.0593,0.55,NOR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,OCO,-7.978,-0.041,-4.075,-0.0293,-0.1364,0.55,OCO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,PER,-21.695,0.759,41.311,-0.0688,0.0909,0.55,PER
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,PIA,-13.878,0.759,40.7,-0.0324,0.0158,0.55,PIA
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,SAI,166.436,-2.522,-179.786,0.4771,-0.4546,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,STR,-25.085,0.159,9.252,-0.0719,0.0036,0.55,STR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALB,VER,-20.576,0.719,36.878,-0.0527,0.0158,0.55,VER
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,ALO,-18.132,0.519,29.965,-0.0786,0.0318,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,ANT,-21.998,0.76,37.878,-0.1051,0.0629,0.55,ANT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,BEA,-24.372,0.6,29.756,-0.0812,-0.0071,0.55,BEA
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,BOR,-37.272,0.72,38.723,-0.1228,0.0596,0.55,BOR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,BOT,-20.757,0.48,23.6,-0.0618,0.005,0.55,BOT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,COL,-21.742,0.52,27.967,-0.0805,0.0629,0.55,COL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,GAS,-1.758,0.16,10.411,-0.0183,-0.0109,0.55,GAS
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,HAD,-24.154,0.36,17.478,-0.0648,0.0275,0.55,HAD
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,HAM,-37.039,0.721,36.418,-0.1092,0.0715,0.55,HAM
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,HUL,-32.125,0.64,33.778,-0.1044,0.0596,0.55,HUL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,LAW,-26.26,0.601,31.712,-0.1157,0.0629,0.55,LAW
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,LEC,-52.817,1.04,54.945,-0.1531,0.1044,0.55,LEC
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,LIN,3.194,0.28,8.911,-0.0141,-0.0109,0.55,LIN
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,NOR,-3.067,0.28,9.5,-0.0249,-0.0238,0.55,NOR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,OCO,-17.155,0.481,23.429,-0.0858,0.0229,0.55,OCO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,PER,-18.53,0.52,26.123,-0.0879,0.0629,0.55,PER
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,PIA,-4.206,0.2,10.736,-0.0383,-0.0171,0.55,PIA
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,SAI,-5.838,0.001,1.105,-0.0157,-0.0109,0.55,SAI
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,STR,-53.062,0.88,47.567,-0.1531,0.0994,0.55,STR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALB,VER,-16.171,0.4,18.923,-0.0675,-0.031,0.55,VER
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,ALO,,-0.36,-15.9,0.0,-0.0417,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,ANT,,-0.36,-17.7,0.0,-0.0417,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,BEA,,-0.68,-32.467,0.0,-0.1304,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,BOR,,-1.159,-52.766,0.0,-0.1818,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,BOT,,-0.88,-39.8,0.0,-0.125,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,COL,,-0.88,-38.556,0.0,-0.12,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,GAS,,-0.48,-20.533,0.0,-0.05,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,HAD,,-0.32,-15.2,0.0,-0.0435,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,HAM,,-0.721,-33.971,0.0,-0.15,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,HUL,,-0.24,-12.333,0.0,-0.04,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,LAW,,-0.72,-32.744,0.0,-0.087,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,LEC,,-0.44,-21.733,0.0,-0.0952,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,LIN,,-0.721,-32.546,0.0,-0.1304,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,NOR,,-0.2,-9.444,0.0,-0.0455,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,OCO,,-0.76,-35.756,0.0,-0.125,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,PER,,-0.761,-33.32,0.0,-0.0833,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,PIA,,-0.279,-12.71,0.0,-0.0476,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,SAI,,-0.721,-31.554,0.0,-0.1364,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,STR,,-0.56,-26.544,0.0,-0.12,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_15,ALB,VER,,-0.44,-21.046,0.0,-0.0909,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,ALO,3.711,-1.081,-23.37,0.0,-0.0664,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,ANT,-1.481,-0.722,-30.23,0.0,-0.0672,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,BEA,-7.67,-0.601,-31.881,0.0,-0.0762,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,BOR,1.263,-1.201,-64.37,0.0,-0.0587,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,BOT,4.738,-0.481,-35.452,0.0,0.0007,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,COL,-3.528,-0.282,-3.825,0.0,-0.0061,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,GAS,-1.313,-0.12,-2.69,0.0,0.0007,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,HAD,-3.673,-0.881,-33.526,0.0,-0.0402,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,HAM,-3.273,-1.201,-36.039,0.0,-0.085,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,HUL,-8.587,-0.801,-33.604,0.0,-0.0324,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,LAW,1.476,-1.242,-31.34,0.0,-0.1275,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,LEC,-11.575,-1.001,-46.981,0.0,-0.085,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,LIN,-4.243,-0.761,-18.548,0.0,0.045,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,NOR,-0.105,-0.402,-12.163,0.0,-0.0076,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,OCO,0.004,-0.362,-20.229,0.0,0.0203,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,PER,-4.919,-0.52,-14.013,0.0,-0.0672,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,PIA,0.434,0.079,4.538,0.0,0.0466,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,SAI,-11.518,-0.241,-2.47,0.0,-0.0179,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,STR,-4.887,-0.402,-16.601,0.0,0.0679,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_20,ALB,VER,-5.069,0.119,0.396,0.0,0.0409,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,ANT,-0.666,0.001,-2.379,0.0,0.0288,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,BEA,-3.609,-0.119,-7.02,0.0,0.0377,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,BOR,-6.401,-0.039,-4.412,0.0,0.0054,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,BOT,-4.116,0.361,6.555,0.0,0.0633,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,COL,-5.757,0.641,13.921,0.0,0.131,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,GAS,-1.903,0.481,10.577,0.0,0.0926,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,HAD,-2.913,-0.159,-6.245,0.0,0.0054,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,HAM,-4.231,0.201,2.21,0.0,0.0729,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,HUL,-21.854,0.76,17.899,-0.0414,0.1,0.55,HUL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,LAW,0.437,0.001,-1.412,0.0,0.0334,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,LEC,-2.477,-0.28,-10.243,0.0,-0.0416,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,LIN,0.159,0.481,10.099,0.0,0.1,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,NOR,-4.831,0.481,10.766,0.0,0.0667,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,OCO,-2.516,0.081,1.466,0.0,0.0556,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,PER,-9.408,0.402,8.679,0.0,0.1,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,PIA,,1.121,26.188,0.0,0.1667,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,SAI,-5.306,0.361,7.01,0.0,0.0633,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,STR,-0.728,-0.159,-6.079,0.0,0.0186,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALO,VER,-4.278,0.801,18.01,0.0,0.1297,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,ANT,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,BEA,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,BOR,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,BOT,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,COL,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,GAS,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,HAD,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,HAM,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,HUL,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,LAW,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,LEC,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,LIN,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,NOR,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,OCO,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,PER,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,PIA,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,SAI,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,STR,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALO,VER,,0.0,0.0,0.0,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,ANT,-10.123,1.041,35.159,-0.0161,0.0924,0.55,ANT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,BEA,-23.929,0.881,33.282,-0.0686,0.1061,0.55,BEA
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,BOR,-17.153,0.641,20.351,-0.0297,0.1061,0.55,BOR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,BOT,-11.497,0.48,15.283,-0.0306,0.0676,0.55,BOT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,COL,9.578,0.281,0.747,0.0475,0.0434,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,GAS,5.754,0.322,1.904,0.0193,0.0924,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,HAD,-20.786,0.441,11.905,-0.0512,0.059,0.55,HAD
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,HAM,-17.124,0.961,29.79,-0.0385,0.1446,0.55,HAM
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,HUL,-19.734,0.721,21.038,-0.0475,0.1138,0.55,HUL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,LAW,-15.812,0.802,30.758,-0.0449,0.1638,0.55,LAW
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,LEC,-10.438,0.241,1.055,-0.0246,0.0567,0.55,LEC
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,LIN,0.455,0.681,15.717,0.0011,0.1326,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,NOR,14.779,0.921,31.093,0.0504,0.1235,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,OCO,10.292,0.562,14.617,0.0478,0.1138,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,PER,-3.57,0.481,15.937,-0.0003,-0.0093,0.55,PER
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,PIA,10.216,0.642,19.047,0.0516,0.0538,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,SAI,4.688,-0.078,-10.262,0.0101,0.0,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,STR,-5.489,0.32,5.841,0.0174,-0.0148,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALO,VER,-16.594,1.2,41.232,-0.0362,0.1545,0.55,VER
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,ANT,,0.56,27.535,0.2307,0.0833,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,BEA,-9.242,0.4,19.091,-0.0094,0.0416,0.55,BEA
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,BOR,-21.509,0.28,12.368,-0.0542,0.0448,0.55,BOR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,BOT,-8.367,0.239,11.039,-0.0179,0.0357,0.55,BOT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,COL,0.486,0.16,6.979,0.0381,0.0378,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,GAS,2.231,-0.36,-19.878,0.02,-0.0531,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,HAD,-6.379,0.0,-2.732,-0.01,0.0064,0.55,HAD
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,HAM,,0.56,27.535,0.2307,0.0833,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,HUL,-4.664,0.2,8.735,-0.0039,0.0398,0.55,HUL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,LAW,-4.868,0.12,4.535,-0.0038,0.0,0.55,LAW
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,LEC,,0.56,27.535,0.2307,0.0833,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,LIN,,0.56,27.535,0.2307,0.0833,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,NOR,,0.56,27.535,0.2307,0.0833,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,OCO,11.894,0.001,-1.901,0.0734,-0.0119,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,PER,,0.56,27.535,0.2307,0.0833,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,PIA,,0.56,27.535,0.2307,0.0833,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,SAI,-7.459,-0.04,-3.609,-0.007,0.0033,0.55,SAI
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,STR,,0.56,27.535,0.2307,0.0833,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALO,VER,,0.56,27.535,0.2307,0.0833,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,ANT,-49.873,1.04,58.204,-0.1567,0.1369,0.55,ANT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,BEA,-42.714,0.279,12.386,-0.1395,0.0114,0.55,BEA
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,BOR,-68.633,0.64,35.526,-0.2138,0.0417,0.55,BOR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,BOT,-48.804,-0.04,-0.019,-0.1374,-0.0417,0.55,BOT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,COL,-23.388,0.159,10.067,-0.0462,0.0707,0.55,COL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,GAS,-21.805,0.4,26.004,-0.0521,0.0707,0.55,GAS
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,HAD,-33.386,0.519,20.81,-0.0683,0.025,0.55,HAD
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,HAM,-38.74,0.2,8.604,-0.1159,-0.025,0.55,HAM
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,HUL,-61.778,0.72,42.571,-0.1598,0.025,0.55,HUL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,LAW,-20.191,0.079,3.665,0.0206,-0.0536,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,LEC,-58.684,0.28,11.915,-0.1634,0.0114,0.55,LEC
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,LIN,-15.062,0.041,1.857,-0.0227,-0.0956,0.55,LIN
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,NOR,-21.616,0.4,23.099,-0.0537,0.0707,0.55,NOR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,OCO,-13.405,-0.2,-14.382,-0.0366,-0.125,0.55,OCO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,PER,-27.122,0.6,31.004,-0.0761,0.1023,0.55,PER
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,PIA,-19.305,0.6,30.393,-0.0397,0.0272,0.55,PIA
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,SAI,161.009,-2.681,-190.093,0.4698,-0.4432,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,STR,-30.512,0.0,-1.055,-0.0792,0.015,0.55,STR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_13,ALO,VER,-26.003,0.56,26.571,-0.06,0.0272,0.55,VER
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,ANT,-3.866,0.241,7.913,-0.0265,0.0311,0.55,ANT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,BEA,-6.24,0.081,-0.209,-0.0026,-0.0389,0.55,BEA
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,BOR,-19.14,0.201,8.758,-0.0442,0.0278,0.55,BOR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,BOT,-2.625,-0.039,-6.365,0.0168,-0.0268,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,COL,-3.61,0.001,-1.998,-0.0019,0.0311,0.55,COL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,GAS,16.374,-0.359,-19.554,0.0603,-0.0427,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,HAD,-6.022,-0.159,-12.487,0.0138,-0.0043,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,HAM,-18.907,0.202,6.453,-0.0306,0.0397,0.55,HAM
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,HUL,-13.993,0.121,3.813,-0.0258,0.0278,0.55,HUL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,LAW,-8.128,0.082,1.747,-0.0371,0.0311,0.55,LAW
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,LEC,-34.685,0.521,24.98,-0.0745,0.0726,0.55,LEC
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,LIN,21.326,-0.239,-21.054,0.0645,-0.0427,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,NOR,15.065,-0.239,-20.465,0.0537,-0.0556,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,OCO,0.977,-0.038,-6.536,-0.0072,-0.0089,0.55,OCO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,PER,-0.398,0.001,-3.842,-0.0093,0.0311,0.55,PER
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,PIA,13.926,-0.319,-19.229,0.0403,-0.0489,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,SAI,12.294,-0.518,-28.86,0.0629,-0.0427,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_14,ALO,STR,-34.93,0.361,17.602,-0.0745,0.0676,0.55,STR
