session_id,segment_id,driver_a,driver_b,throttle_pickup_delta_m,full_throttle_exit_delta_m,traction_exit_delta,confidence,favorable_driver
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALB,SAI,11.778,19.457,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALB,STR,13.126,17.112,0.03,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALB,VER,-15.871,9.197,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,ALO,33.285,33.285,-0.0043,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,ANT,31.025,31.025,0.0512,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,BEA,22.524,22.524,-0.0698,0.55,BEA
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,BOR,20.544,,0.0403,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,BOT,20.626,20.626,-0.1296,0.55,BOT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,COL,27.506,27.506,-0.0477,0.55,COL
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,GAS,19.646,19.646,0.0024,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,HAD,22.198,22.198,0.0689,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,HAM,31.148,31.148,-0.0785,0.55,HAM
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,HUL,27.493,27.493,-0.1084,0.55,HUL
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,LAW,5.026,5.026,-0.0629,0.55,LAW
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,LEC,4.711,4.711,-0.0602,0.55,LEC
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,LIN,26.095,26.095,-0.0522,0.55,LIN
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,NOR,20.759,20.759,0.0188,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,OCO,17.624,17.624,-0.0541,0.55,OCO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,PER,15.757,15.757,-0.0175,0.55,PER
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,PIA,31.539,31.539,0.0306,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,RUS,32.764,32.764,0.08,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,SAI,22.925,22.925,-0.0083,0.55,SAI
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,STR,25.082,25.082,-0.0714,0.55,STR
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALB,VER,8.52,8.52,0.0923,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,ALO,6.633,-9.676,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,ANT,2.207,14.965,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,BEA,-4.054,1.748,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,BOR,7.413,-126.034,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,BOT,6.121,33.101,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,COL,3.195,13.375,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,GAS,-1.139,6.086,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,HAD,-1.373,-11.015,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,HAM,6.259,-1.428,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,HUL,0.485,0.623,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,LAW,3.387,18.0,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,LEC,6.62,-14.912,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,LIN,4.89,31.87,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,NOR,6.436,-11.704,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,OCO,3.718,0.132,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,PER,7.946,16.903,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,PIA,8.451,15.876,0.01,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,RUS,-5.037,7.632,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,SAI,6.172,0.796,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,STR,-2.83,24.15,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALB,VER,5.197,-17.49,0.0,0.55,ALB
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,ANT,-9.16,10.104,0.008,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,BEA,71.504,-4.121,0.038,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,BOR,2.218,,0.036,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,BOT,3.527,-0.846,0.08,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,COL,3.421,7.021,0.1,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,GAS,2.213,11.879,0.03,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,HAD,-2.096,7.693,0.04,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,HAM,62.636,-0.355,0.0075,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,HUL,4.25,1.365,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,LAW,6.73,11.133,0.03,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,LEC,66.826,2.481,0.0425,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,LIN,72.86,21.782,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,NOR,-13.298,-2.191,0.01,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,OCO,8.104,-4.405,0.0575,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,PER,69.314,5.513,0.044,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,PIA,-11.287,8.157,0.056,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,RUS,-11.309,14.816,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,SAI,-8.529,6.897,0.025,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,STR,5.558,4.891,0.044,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ALO,VER,-9.457,-0.491,0.0475,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,ANT,14.702,27.57,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,BEA,20.206,23.522,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,BOR,12.852,23.471,0.02,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,BOT,15.314,26.572,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,COL,15.473,29.674,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,GAS,1.441,3.503,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,HAD,4.066,13.532,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,HAM,17.652,14.657,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,HUL,27.832,17.955,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,LAW,16.623,31.021,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,LEC,18.034,5.9,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,LIN,15.832,7.467,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,NOR,-13.626,6.097,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,OCO,12.311,20.867,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,PER,12.087,36.31,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,PIA,-2.924,10.421,0.01,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,RUS,-7.342,22.947,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,SAI,-4.189,2.612,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,STR,22.83,32.964,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_04,ALO,VER,-1.834,19.508,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,ANT,-24.387,-24.387,-0.0982,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,BEA,-8.055,-8.055,-0.0268,0.55,BEA
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,BOR,-2.223,,-0.0251,0.55,BOR
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,BOT,-13.619,-13.619,0.0273,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,COL,-1.715,-1.715,0.0226,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,GAS,7.482,7.482,-0.0639,0.55,GAS
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,HAD,0.33,0.33,0.0475,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,HAM,-138.864,,-0.1824,0.55,HAM
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,HUL,6.712,6.712,0.0169,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,LAW,-11.284,-11.284,-0.0518,0.55,LAW
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,LEC,-4.115,-4.115,-0.0763,0.55,LEC
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,LIN,3.936,3.936,-0.0632,0.55,LIN
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,NOR,-8.548,-8.548,0.0434,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,OCO,-1.277,-1.277,-0.0852,0.55,OCO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,PER,9.02,9.02,0.0052,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,PIA,2.568,2.568,0.0137,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,RUS,9.946,9.946,-0.056,0.55,RUS
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,SAI,3.909,3.909,-0.046,0.55,SAI
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,STR,-5.396,-5.396,-0.0382,0.55,STR
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_06,ALO,VER,-8.393,-8.393,-0.0245,0.55,VER
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,ANT,-11.391,-16.669,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,BEA,-1.188,-21.41,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,BOR,-4.439,-10.939,0.01,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,BOT,0.162,-12.992,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,COL,3.415,-13.162,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,GAS,-7.733,-19.465,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,HAD,-0.376,-22.531,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,HAM,-4.07,-8.792,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,HUL,-1.748,-6.692,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,LAW,-1.625,-19.142,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,LEC,0.08,-18.475,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,LIN,-8.786,5.07,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,NOR,2.59,-4.576,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,OCO,-4.879,-32.85,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,PER,-3.239,-15.028,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,PIA,1.413,-33.065,0.01,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,RUS,-4.61,-14.865,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,SAI,-3.701,-19.512,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,STR,2.611,-12.233,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_07,ALO,VER,-3.568,-9.101,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,ANT,5.18,4.732,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,BEA,14.355,-10.73,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,BOR,11.555,-3.745,0.01,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,BOT,28.355,23.333,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,COL,19.248,9.399,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,GAS,16.94,-14.916,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,HAD,11.719,8.991,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,HAM,16.977,14.444,0.0033,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,HUL,9.092,-9.712,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,LAW,26.042,12.909,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,LEC,20.187,-12.148,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,LIN,28.305,27.175,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,NOR,14.269,-5.108,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,OCO,18.797,-15.36,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,PER,26.859,14.842,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,PIA,2.343,-0.518,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,RUS,1.275,6.086,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,SAI,14.015,11.571,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,STR,18.787,8.787,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_10,ALO,VER,6.673,12.873,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,ANT,9.729,40.055,-0.0402,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,BEA,4.281,14.827,-0.0402,0.55,BEA
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,BOR,11.582,4.474,-0.0202,0.55,BOR
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,BOT,26.751,57.853,-0.0402,0.55,BOT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,COL,15.931,32.922,-0.0402,0.55,COL
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,GAS,15.473,37.488,-0.0402,0.55,GAS
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,HAD,5.546,30.582,-0.0402,0.55,HAD
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,HAM,17.528,27.653,-0.0382,0.55,HAM
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,HUL,1.331,9.945,-0.0402,0.55,HUL
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,LAW,11.06,37.14,-0.0402,0.55,LAW
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,LEC,5.998,31.376,-0.0382,0.55,LEC
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,LIN,7.495,33.442,-0.0402,0.55,LIN
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,NOR,-1.083,22.242,-0.0402,0.55,NOR
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,OCO,9.061,22.875,-0.0402,0.55,OCO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,PER,22.39,39.015,-0.0402,0.55,PER
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,PIA,12.762,26.276,-0.0302,0.55,PIA
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,RUS,6.877,33.935,-0.0402,0.55,RUS
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,SAI,14.205,29.73,-0.0402,0.55,SAI
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,STR,15.553,27.385,-0.0102,0.55,STR
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_13,ALO,VER,-13.444,19.47,-0.0402,0.55,VER
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,ANT,-2.26,-2.26,0.0555,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,BEA,-10.761,-10.761,-0.0655,0.55,BEA
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,BOR,-12.741,,0.0446,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,BOT,-12.659,-12.659,-0.1253,0.55,BOT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,COL,-5.779,-5.779,-0.0434,0.55,COL
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,GAS,-13.639,-13.639,0.0067,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,HAD,-11.087,-11.087,0.0732,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,HAM,-2.137,-2.137,-0.0742,0.55,HAM
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,HUL,-5.792,-5.792,-0.1041,0.55,HUL
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,LAW,-28.259,-28.259,-0.0586,0.55,LAW
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,LEC,-28.574,-28.574,-0.0559,0.55,LEC
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,LIN,-7.19,-7.19,-0.0479,0.55,LIN
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,NOR,-12.526,-12.526,0.0231,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,OCO,-15.661,-15.661,-0.0498,0.55,OCO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,PER,-17.528,-17.528,-0.0132,0.55,PER
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,PIA,-1.746,-1.746,0.0349,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,RUS,-0.521,-0.521,0.0843,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,SAI,-10.36,-10.36,-0.004,0.55,SAI
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,STR,-8.203,-8.203,-0.0671,0.55,STR
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_18,ALO,VER,-24.765,-24.765,0.0966,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,ANT,-4.426,24.641,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,BEA,-10.687,11.424,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,BOR,0.78,-116.358,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,BOT,-0.512,42.777,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,COL,-3.438,23.051,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,GAS,-7.772,15.762,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,HAD,-8.006,-1.339,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,HAM,-0.374,8.248,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,HUL,-6.148,10.299,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,LAW,-3.246,27.676,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,LEC,-0.013,-5.236,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,LIN,-1.743,41.546,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,NOR,-0.197,-2.028,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,OCO,-2.915,9.808,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,PER,1.313,26.579,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,PIA,1.818,25.552,0.01,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,RUS,-11.67,17.308,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,SAI,-0.461,10.472,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,STR,-9.463,33.826,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_19,ALO,VER,-1.436,-7.814,0.0,0.55,ALO
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,BEA,80.664,-14.225,0.03,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,BOR,11.378,,0.028,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,BOT,12.687,-10.95,0.072,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,COL,12.581,-3.083,0.092,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,GAS,11.373,1.775,0.022,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,HAD,7.064,-2.411,0.032,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,HAM,71.796,-10.459,-0.0005,0.55,HAM
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,HUL,13.41,-8.739,-0.008,0.55,HUL
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,LAW,15.89,1.029,0.022,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,LEC,75.986,-7.623,0.0345,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,LIN,82.02,11.678,-0.008,0.55,LIN
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,NOR,-4.138,-12.295,0.002,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,OCO,17.264,-14.509,0.0495,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,PER,78.474,-4.591,0.036,0.55,ANT
2026_05_Q_Canadian Grand Prix,canadian-grand-prix_corner_02,ANT,PIA,-2.127,-1.947,0.048,0.55,ANT
