season,round,event,session,driver,lap_number,compound,stint,segment_id,corner_id,segmentation_confidence,braking_start_distance_m,braking_duration_s,braking_distance_m,min_speed_during_brake_kph,brake_intensity_proxy,late_brake_score
2026,9,British Grand Prix,R,COL,25,HARD,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,875.832,2.08,64.389,97.0,0.2059,0.0
2026,9,British Grand Prix,R,COL,25,HARD,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,COL,25,HARD,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1834.883,2.601,155.925,160.0,0.5,0.287
2026,9,British Grand Prix,R,COL,25,HARD,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2072.085,1.76,68.278,120.0,0.2143,0.1032
2026,9,British Grand Prix,R,COL,25,HARD,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3805.297,1.719,111.055,206.0,0.3889,0.0
2026,9,British Grand Prix,R,COL,25,HARD,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4978.354,0.8,48.422,213.0,0.1111,0.0
2026,9,British Grand Prix,R,COL,25,HARD,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5390.346,2.28,101.144,112.0,0.3478,0.4844
2026,9,British Grand Prix,R,COL,25,HARD,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,GAS,44,HARD,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,880.013,1.6,49.433,97.0,0.2,0.0
2026,9,British Grand Prix,R,GAS,44,HARD,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,GAS,44,HARD,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1849.109,2.321,136.043,164.0,0.4118,0.336
2026,9,British Grand Prix,R,GAS,44,HARD,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2075.925,2.161,79.753,112.0,0.2759,0.1159
2026,9,British Grand Prix,R,GAS,44,HARD,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3796.419,1.401,86.977,196.0,0.2857,0.0
2026,9,British Grand Prix,R,GAS,44,HARD,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4960.594,0.4,24.222,214.0,0.1,0.0
2026,9,British Grand Prix,R,GAS,44,HARD,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5359.633,2.24,105.422,114.0,0.3333,0.3545
2026,9,British Grand Prix,R,GAS,44,HARD,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,HAD,40,MEDIUM,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,880.895,1.319,43.944,104.0,0.125,0.0
2026,9,British Grand Prix,R,HAD,40,MEDIUM,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,HAD,40,MEDIUM,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1849.846,1.761,105.958,180.0,0.3,0.3318
2026,9,British Grand Prix,R,HAD,40,MEDIUM,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2080.479,1.639,64.988,122.0,0.1852,0.1293
2026,9,British Grand Prix,R,HAD,40,MEDIUM,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3912.799,0.16,10.311,232.0,0.0556,0.4343
2026,9,British Grand Prix,R,HAD,40,MEDIUM,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4970.387,0.2,13.0,234.0,0.0526,0.0
2026,9,British Grand Prix,R,HAD,40,MEDIUM,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5388.889,2.56,128.995,117.0,0.3333,0.4805
2026,9,British Grand Prix,R,HAD,40,MEDIUM,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,HAM,25,HARD,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,882.336,2.399,74.386,89.0,0.2571,0.0
2026,9,British Grand Prix,R,HAM,25,HARD,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,HAM,25,HARD,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1821.986,3.04,183.478,149.0,0.619,0.2049
2026,9,British Grand Prix,R,HAM,25,HARD,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2061.948,2.639,99.296,114.0,0.3704,0.0337
2026,9,British Grand Prix,R,HAM,25,HARD,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3822.665,1.32,83.044,209.0,0.2941,0.075
2026,9,British Grand Prix,R,HAM,25,HARD,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4963.161,0.439,27.072,222.0,0.0526,0.0
2026,9,British Grand Prix,R,HAM,25,HARD,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5367.132,2.599,109.787,103.0,0.4545,0.4087
2026,9,British Grand Prix,R,HAM,25,HARD,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,HUL,36,SOFT,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,878.064,1.92,59.778,95.0,0.2059,0.0
2026,9,British Grand Prix,R,HUL,36,SOFT,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,HUL,36,SOFT,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1825.414,2.16,132.756,173.0,0.3889,0.1162
2026,9,British Grand Prix,R,HUL,36,SOFT,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2065.928,2.24,85.822,113.0,0.3333,0.0418
2026,9,British Grand Prix,R,HUL,36,SOFT,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3797.296,1.601,101.491,204.0,0.375,0.0
2026,9,British Grand Prix,R,HUL,36,SOFT,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4968.564,0.2,12.667,228.0,0.0588,0.0
2026,9,British Grand Prix,R,HUL,36,SOFT,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5400.782,2.08,86.878,106.0,0.2917,0.519
2026,9,British Grand Prix,R,HUL,36,SOFT,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,LAW,45,HARD,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,878.115,2.0,64.022,97.0,0.2432,0.0
2026,9,British Grand Prix,R,LAW,45,HARD,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,LAW,45,HARD,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1835.164,2.081,119.789,164.0,0.3684,0.2366
2026,9,British Grand Prix,R,LAW,45,HARD,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2063.05,1.72,67.544,122.0,0.25,0.035
2026,9,British Grand Prix,R,LAW,45,HARD,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3805.804,0.92,59.633,208.0,0.2222,0.0
2026,9,British Grand Prix,R,LAW,45,HARD,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4958.054,0.52,30.922,209.0,0.1111,0.0
2026,9,British Grand Prix,R,LAW,45,HARD,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5415.088,2.12,83.233,110.0,0.2609,0.5606
2026,9,British Grand Prix,R,LAW,45,HARD,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,LEC,43,HARD,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,877.064,2.641,79.142,84.0,0.2647,0.0
2026,9,British Grand Prix,R,LEC,43,HARD,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,LEC,43,HARD,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1848.374,1.96,118.4,168.0,0.35,0.334
2026,9,British Grand Prix,R,LEC,43,HARD,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2070.608,1.161,42.847,129.0,0.069,0.0967
2026,9,British Grand Prix,R,LEC,43,HARD,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3818.532,1.4,87.646,201.0,0.2941,0.0752
2026,9,British Grand Prix,R,LEC,43,HARD,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,LEC,43,HARD,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5386.994,2.2,89.667,104.0,0.32,0.4697
2026,9,British Grand Prix,R,LEC,43,HARD,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,LIN,29,HARD,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,883.651,2.441,75.059,91.0,0.2424,0.0
2026,9,British Grand Prix,R,LIN,29,HARD,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,LIN,29,HARD,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1835.457,2.48,141.967,157.0,0.5556,0.2837
2026,9,British Grand Prix,R,LIN,29,HARD,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2071.943,2.32,91.308,113.0,0.2903,0.0825
2026,9,British Grand Prix,R,LIN,29,HARD,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3894.379,1.4,79.822,191.0,0.2632,0.3555
2026,9,British Grand Prix,R,LIN,29,HARD,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4964.286,0.16,9.6,216.0,0.0625,0.0
2026,9,British Grand Prix,R,LIN,29,HARD,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5367.396,2.24,108.567,116.0,0.381,0.3978
2026,9,British Grand Prix,R,LIN,29,HARD,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,NOR,45,MEDIUM,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,968.635,1.68,50.922,91.0,0.2222,0.2923
2026,9,British Grand Prix,R,NOR,45,MEDIUM,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,NOR,45,MEDIUM,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1836.872,2.921,193.952,172.0,0.5,0.0
2026,9,British Grand Prix,R,NOR,45,MEDIUM,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2057.957,1.799,71.642,123.0,0.2333,0.0464
2026,9,British Grand Prix,R,NOR,45,MEDIUM,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3920.782,0.839,49.163,204.0,0.1875,0.3361
2026,9,British Grand Prix,R,NOR,45,MEDIUM,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4958.306,0.16,10.311,232.0,0.0625,0.0
2026,9,British Grand Prix,R,NOR,45,MEDIUM,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5374.939,2.201,93.258,110.0,0.32,0.4191
2026,9,British Grand Prix,R,NOR,45,MEDIUM,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,OCO,43,HARD,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,878.716,2.44,67.567,82.0,0.2121,0.0
2026,9,British Grand Prix,R,OCO,43,HARD,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,OCO,43,HARD,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1844.676,2.68,150.997,152.0,0.45,0.3096
2026,9,British Grand Prix,R,OCO,43,HARD,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2057.696,1.64,64.4,124.0,0.2143,0.04
2026,9,British Grand Prix,R,OCO,43,HARD,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3811.88,1.641,99.722,191.0,0.3529,0.072
2026,9,British Grand Prix,R,OCO,43,HARD,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4960.225,1.2,70.2,197.0,0.25,0.0
2026,9,British Grand Prix,R,OCO,43,HARD,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5363.583,1.919,85.367,113.0,0.2963,0.4029
2026,9,British Grand Prix,R,OCO,43,HARD,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,PER,44,HARD,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,978.285,1.199,37.222,97.0,0.1212,0.3329
2026,9,British Grand Prix,R,PER,44,HARD,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,PER,44,HARD,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1849.178,2.121,121.981,162.0,0.4,0.2627
2026,9,British Grand Prix,R,PER,44,HARD,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2072.593,2.039,75.309,109.0,0.2903,0.1033
2026,9,British Grand Prix,R,PER,44,HARD,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3796.554,0.76,46.556,203.0,0.1667,0.0
2026,9,British Grand Prix,R,PER,44,HARD,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4964.468,0.441,26.269,210.0,0.1176,0.0
2026,9,British Grand Prix,R,PER,44,HARD,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5371.129,2.441,105.523,106.0,0.3333,0.4114
2026,9,British Grand Prix,R,PER,44,HARD,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,PIA,42,MEDIUM,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,876.159,2.0,60.3,92.0,0.1892,0.0
2026,9,British Grand Prix,R,PIA,42,MEDIUM,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,PIA,42,MEDIUM,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1824.132,2.32,140.456,160.0,0.45,0.2308
2026,9,British Grand Prix,R,PIA,42,MEDIUM,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2064.064,1.44,57.567,129.0,0.1852,0.0546
2026,9,British Grand Prix,R,PIA,42,MEDIUM,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3907.268,0.56,33.333,212.0,0.1053,0.3938
2026,9,British Grand Prix,R,PIA,42,MEDIUM,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,PIA,42,MEDIUM,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5359.849,2.4,108.478,109.0,0.4,0.3891
2026,9,British Grand Prix,R,PIA,42,MEDIUM,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,RUS,36,MEDIUM,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,880.775,2.241,66.046,85.0,0.2432,0.0
2026,9,British Grand Prix,R,RUS,36,MEDIUM,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,RUS,36,MEDIUM,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1836.496,2.481,144.765,161.0,0.45,0.2612
2026,9,British Grand Prix,R,RUS,36,MEDIUM,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2057.43,1.96,76.244,119.0,0.3043,0.0399
2026,9,British Grand Prix,R,RUS,36,MEDIUM,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3808.158,0.96,62.444,215.0,0.1579,0.0
2026,9,British Grand Prix,R,RUS,36,MEDIUM,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4967.398,0.36,23.4,234.0,0.0625,0.0
2026,9,British Grand Prix,R,RUS,36,MEDIUM,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5392.911,2.001,80.769,113.0,0.28,0.4826
2026,9,British Grand Prix,R,RUS,36,MEDIUM,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,SAI,51,SOFT,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,975.222,1.681,51.489,95.0,0.2069,0.3143
2026,9,British Grand Prix,R,SAI,51,SOFT,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,SAI,51,SOFT,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1824.445,2.759,161.022,161.0,0.5238,0.1559
2026,9,British Grand Prix,R,SAI,51,SOFT,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2069.701,1.601,63.095,128.0,0.1852,0.0348
2026,9,British Grand Prix,R,SAI,51,SOFT,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3805.67,0.92,56.489,206.0,0.1667,0.0
2026,9,British Grand Prix,R,SAI,51,SOFT,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4965.503,0.2,12.056,217.0,0.0588,0.0
2026,9,British Grand Prix,R,SAI,51,SOFT,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5370.33,2.6,111.767,106.0,0.4231,0.3996
2026,9,British Grand Prix,R,SAI,51,SOFT,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,STR,41,HARD,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,982.477,1.879,53.599,83.0,0.1944,0.3558
2026,9,British Grand Prix,R,STR,41,HARD,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,STR,41,HARD,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1835.833,2.68,142.889,143.0,0.4762,0.2625
2026,9,British Grand Prix,R,STR,41,HARD,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2067.633,2.32,84.832,108.0,0.3333,0.0811
2026,9,British Grand Prix,R,STR,41,HARD,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3791.76,1.681,105.688,195.0,0.3158,0.0
2026,9,British Grand Prix,R,STR,41,HARD,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4960.939,0.2,11.722,211.0,0.0455,0.0
2026,9,British Grand Prix,R,STR,41,HARD,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5364.595,2.28,102.489,109.0,0.3226,0.3829
2026,9,British Grand Prix,R,STR,41,HARD,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,VER,40,MEDIUM,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,980.064,1.32,42.244,98.0,0.1389,0.3557
2026,9,British Grand Prix,R,VER,40,MEDIUM,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,VER,40,MEDIUM,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1837.427,2.0,120.078,170.0,0.4211,0.2732
2026,9,British Grand Prix,R,VER,40,MEDIUM,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2066.907,1.361,57.355,133.0,0.24,0.0437
2026,9,British Grand Prix,R,VER,40,MEDIUM,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3914.445,0.6,35.867,212.0,0.1053,0.4001
2026,9,British Grand Prix,R,VER,40,MEDIUM,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,R,VER,40,MEDIUM,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5379.103,2.24,96.8,108.0,0.4,0.4289
2026,9,British Grand Prix,R,VER,40,MEDIUM,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,S,ALB,17,MEDIUM,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,878.503,2.599,71.985,76.0,0.2778,0.0
2026,9,British Grand Prix,S,ALB,17,MEDIUM,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,S,ALB,17,MEDIUM,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1823.096,3.2,178.893,143.0,0.6522,0.228
2026,9,British Grand Prix,S,ALB,17,MEDIUM,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2076.606,2.079,76.723,114.0,0.2857,0.1317
2026,9,British Grand Prix,S,ALB,17,MEDIUM,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3792.624,1.24,76.1,197.0,0.2941,0.0
2026,9,British Grand Prix,S,ALB,17,MEDIUM,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4955.635,0.641,38.371,214.0,0.1579,0.0
2026,9,British Grand Prix,S,ALB,17,MEDIUM,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5356.618,2.08,95.543,113.0,0.3214,0.4029
2026,9,British Grand Prix,S,ALB,17,MEDIUM,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,S,ALO,8,SOFT,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,972.489,2.2,64.122,86.0,0.2778,0.3263
2026,9,British Grand Prix,S,ALO,8,SOFT,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,1251.534,0.16,9.511,214.0,0.0556,0.2849
2026,9,British Grand Prix,S,ALO,8,SOFT,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1807.151,2.881,156.028,144.0,0.55,0.2017
2026,9,British Grand Prix,S,ALO,8,SOFT,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2048.585,2.12,74.844,108.0,0.2963,0.0
2026,9,British Grand Prix,S,ALO,8,SOFT,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3854.925,1.04,58.756,185.0,0.2857,0.218
2026,9,British Grand Prix,S,ALO,8,SOFT,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4968.524,0.6,32.811,191.0,0.1429,0.0
2026,9,British Grand Prix,S,ALO,8,SOFT,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5354.075,2.32,97.344,106.0,0.3462,0.3722
2026,9,British Grand Prix,S,ALO,8,SOFT,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,S,ANT,17,MEDIUM,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,884.088,2.16,68.067,97.0,0.2571,0.0
2026,9,British Grand Prix,S,ANT,17,MEDIUM,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,S,ANT,17,MEDIUM,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1857.796,1.759,105.189,174.0,0.3889,0.3222
2026,9,British Grand Prix,S,ANT,17,MEDIUM,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2058.629,1.88,72.044,114.0,0.25,0.0282
2026,9,British Grand Prix,S,ANT,17,MEDIUM,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3894.292,0.24,15.2,228.0,0.0588,0.3556
2026,9,British Grand Prix,S,ANT,17,MEDIUM,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,S,ANT,17,MEDIUM,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5368.91,2.36,101.167,109.0,0.3462,0.4373
2026,9,British Grand Prix,S,ANT,17,MEDIUM,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,S,BEA,17,MEDIUM,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,873.884,1.641,50.919,97.0,0.1944,0.0
2026,9,British Grand Prix,S,BEA,17,MEDIUM,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,S,BEA,17,MEDIUM,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1831.239,1.96,120.511,173.0,0.4118,0.1694
2026,9,British Grand Prix,S,BEA,17,MEDIUM,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2053.872,1.881,73.042,111.0,0.2903,0.042
2026,9,British Grand Prix,S,BEA,17,MEDIUM,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3809.957,1.56,90.8,194.0,0.3333,0.0466
2026,9,British Grand Prix,S,BEA,17,MEDIUM,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4964.379,0.36,21.4,214.0,0.0526,0.0
2026,9,British Grand Prix,S,BEA,17,MEDIUM,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5358.077,2.6,122.822,104.0,0.3462,0.3861
2026,9,British Grand Prix,S,BEA,17,MEDIUM,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,5580.533,0.36,11.9,119.0,0.05,0.1602
2026,9,British Grand Prix,S,BOR,17,MEDIUM,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,876.125,2.04,61.222,91.0,0.25,0.0
2026,9,British Grand Prix,S,BOR,17,MEDIUM,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,S,BOR,17,MEDIUM,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1829.851,2.24,127.876,161.0,0.4706,0.2523
2026,9,British Grand Prix,S,BOR,17,MEDIUM,,british-grand-prix_corner_08,british-grand-prix_corner_08,0.55,2053.572,1.8,68.922,111.0,0.1935,0.041
2026,9,British Grand Prix,S,BOR,17,MEDIUM,,british-grand-prix_corner_14,british-grand-prix_corner_14,0.55,3786.221,1.36,88.667,215.0,0.2727,0.0
2026,9,British Grand Prix,S,BOR,17,MEDIUM,,british-grand-prix_corner_18,british-grand-prix_corner_18,0.55,4956.487,0.32,19.289,217.0,0.0526,0.0
2026,9,British Grand Prix,S,BOR,17,MEDIUM,,british-grand-prix_corner_19,british-grand-prix_corner_19,0.55,5363.821,2.28,98.694,102.0,0.4,0.4075
2026,9,British Grand Prix,S,BOR,17,MEDIUM,,british-grand-prix_corner_20,british-grand-prix_corner_20,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,S,BOT,17,SOFT,,british-grand-prix_corner_04,british-grand-prix_corner_04,0.55,970.992,1.24,39.0,102.0,0.1429,0.3271
2026,9,British Grand Prix,S,BOT,17,SOFT,,british-grand-prix_corner_05,british-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,9,British Grand Prix,S,BOT,17,SOFT,,british-grand-prix_corner_07,british-grand-prix_corner_07,0.55,1823.117,2.64,149.8,157.0,0.5,0.2542
