date,session_key,wind_speed,humidity,pressure,rainfall,wind_direction,track_temperature,meeting_key,air_temperature
2026-05-03T17:19:48.808000+00:00,11280,0.5,68.6,1016.0,0,221,39.4,1284,27.1
2026-05-03T17:20:48.810000+00:00,11280,1.8,69.0,1016.0,0,291,40.7,1284,27.2
2026-05-03T17:21:48.810000+00:00,11280,0.5,68.3,1015.9,0,161,40.8,1284,27.3
2026-05-03T17:22:48.817000+00:00,11280,0.5,68.7,1015.9,0,177,40.9,1284,27.5
2026-05-03T17:23:48.828000+00:00,11280,0.5,69.5,1015.9,0,119,42.3,1284,27.5
2026-05-03T17:24:48.827000+00:00,11280,1.1,69.4,1015.8,0,184,42.2,1284,27.5
2026-05-03T17:25:48.840000+00:00,11280,1.5,69.6,1015.8,0,359,42.0,1284,27.5
2026-05-03T17:26:48.862000+00:00,11280,0.5,69.6,1015.8,0,121,41.7,1284,27.7
2026-05-03T17:27:48.869000+00:00,11280,1.2,67.9,1015.9,0,86,41.0,1284,27.8
2026-05-03T17:28:48.899000+00:00,11280,3.9,67.2,1015.8,0,317,40.9,1284,27.8
2026-05-03T17:29:48.892000+00:00,11280,2.0,67.5,1015.8,0,74,41.8,1284,27.8
2026-05-03T17:30:48.899000+00:00,11280,0.5,67.4,1015.8,0,158,41.1,1284,27.8
2026-05-03T17:31:48.903000+00:00,11280,2.5,66.5,1015.8,0,318,41.2,1284,27.8
2026-05-03T17:32:48.883000+00:00,11280,1.1,67.2,1015.7,0,285,40.9,1284,27.9
2026-05-03T17:33:48.895000+00:00,11280,1.2,68.1,1015.8,0,275,40.0,1284,27.9
2026-05-03T17:34:48.901000+00:00,11280,0.7,67.1,1015.8,0,278,38.6,1284,27.9
2026-05-03T17:35:48.904000+00:00,11280,1.1,67.5,1015.7,0,59,39.3,1284,27.9
2026-05-03T17:36:48.888000+00:00,11280,0.0,68.5,1015.7,0,0,38.6,1284,27.9
2026-05-03T17:37:48.904000+00:00,11280,1.3,68.8,1015.8,0,269,38.7,1284,27.9
2026-05-03T17:38:48.903000+00:00,11280,0.9,67.6,1015.8,0,314,38.4,1284,27.9
2026-05-03T17:39:48.919000+00:00,11280,1.2,67.8,1015.8,0,177,37.4,1284,27.8
2026-05-03T17:40:48.916000+00:00,11280,0.4,68.0,1015.8,0,201,37.7,1284,27.8
2026-05-03T17:41:48.963000+00:00,11280,0.8,67.8,1015.8,0,260,36.8,1284,27.7
2026-05-03T17:42:48.935000+00:00,11280,1.0,68.2,1015.8,0,273,37.2,1284,27.5
2026-05-03T17:43:48.935000+00:00,11280,1.6,68.6,1015.8,0,262,37.0,1284,27.5
2026-05-03T17:44:48.953000+00:00,11280,1.1,68.6,1015.8,0,217,36.5,1284,27.6
2026-05-03T17:45:48.956000+00:00,11280,1.3,69.2,1015.7,0,272,37.0,1284,27.5
2026-05-03T17:46:48.984000+00:00,11280,0.6,68.8,1015.7,0,336,37.0,1284,27.5
2026-05-03T17:47:48.998000+00:00,11280,1.7,68.7,1015.7,0,349,37.4,1284,27.5
2026-05-03T17:48:49.001000+00:00,11280,0.9,67.9,1015.7,0,331,36.8,1284,27.6
2026-05-03T17:49:48.999000+00:00,11280,0.9,68.5,1015.6,0,302,37.5,1284,27.6
2026-05-03T17:50:49.002000+00:00,11280,2.4,67.4,1015.6,0,334,37.3,1284,27.7
2026-05-03T17:51:48.999000+00:00,11280,0.4,67.4,1015.6,0,273,37.4,1284,27.8
2026-05-03T17:52:49.005000+00:00,11280,2.1,66.9,1015.6,0,268,37.8,1284,27.8
2026-05-03T17:53:49.001000+00:00,11280,0.8,66.9,1015.5,0,260,38.0,1284,27.8
2026-05-03T17:54:48.985000+00:00,11280,0.8,66.8,1015.5,0,245,38.3,1284,27.8
2026-05-03T17:55:49.001000+00:00,11280,0.0,66.4,1015.4,0,0,38.8,1284,27.9
2026-05-03T17:56:49.001000+00:00,11280,1.0,66.6,1015.4,0,301,39.1,1284,27.9
2026-05-03T17:57:49.011000+00:00,11280,1.7,66.6,1015.4,0,278,38.9,1284,28.0
2026-05-03T17:58:49.007000+00:00,11280,1.7,67.0,1015.4,0,262,39.0,1284,27.9
2026-05-03T17:59:49.010000+00:00,11280,0.4,66.8,1015.3,0,269,38.6,1284,27.9
2026-05-03T18:00:49.014000+00:00,11280,1.1,67.0,1015.3,0,300,39.0,1284,27.9
2026-05-03T18:01:49.036000+00:00,11280,0.9,66.6,1015.3,0,240,38.7,1284,28.0
2026-05-03T18:02:49.044000+00:00,11280,1.3,67.1,1015.3,0,267,38.4,1284,27.9
2026-05-03T18:03:49.046000+00:00,11280,2.4,67.0,1015.4,0,300,38.3,1284,27.8
2026-05-03T18:04:49.051000+00:00,11280,1.8,68.3,1015.3,0,0,39.1,1284,27.8
2026-05-03T18:05:49.043000+00:00,11280,0.0,67.7,1015.3,0,0,39.2,1284,27.9
2026-05-03T18:06:49.062000+00:00,11280,1.8,66.7,1015.3,0,333,39.3,1284,28.0
2026-05-03T18:07:49.067000+00:00,11280,2.3,67.4,1015.3,0,316,39.3,1284,27.9
2026-05-03T18:08:49.083000+00:00,11280,2.4,65.9,1015.3,0,269,38.4,1284,27.9
2026-05-03T18:09:49.087000+00:00,11280,2.3,66.7,1015.4,0,271,38.5,1284,27.9
2026-05-03T18:10:49.116000+00:00,11280,1.5,67.3,1015.4,0,271,39.2,1284,27.9
2026-05-03T18:11:49.118000+00:00,11280,0.8,67.7,1015.3,0,257,39.4,1284,28.0
2026-05-03T18:12:49.146000+00:00,11280,1.5,67.7,1015.4,0,348,39.1,1284,28.0
2026-05-03T18:13:49.146000+00:00,11280,1.2,67.6,1015.5,0,268,38.8,1284,28.1
2026-05-03T18:14:49.144000+00:00,11280,0.0,67.4,1015.4,0,0,38.9,1284,28.1
2026-05-03T18:15:49.155000+00:00,11280,0.0,67.1,1015.4,0,0,38.2,1284,28.1
2026-05-03T18:16:49.309000+00:00,11280,0.4,67.2,1015.4,0,262,38.2,1284,28.1
2026-05-03T18:17:49.302000+00:00,11280,1.2,67.5,1015.4,0,318,38.0,1284,27.9
2026-05-03T18:18:49.295000+00:00,11280,1.3,67.3,1015.4,0,260,37.6,1284,28.0
2026-05-03T18:19:49.304000+00:00,11280,1.6,67.9,1015.4,0,278,37.8,1284,27.9
2026-05-03T18:20:49.312000+00:00,11280,2.6,68.6,1015.4,0,334,37.0,1284,27.8
2026-05-03T18:21:49.311000+00:00,11280,1.1,68.2,1015.3,0,335,37.6,1284,27.8
2026-05-03T18:22:49.312000+00:00,11280,0.7,68.1,1015.3,0,192,37.0,1284,27.6
2026-05-03T18:23:49.311000+00:00,11280,1.0,67.4,1015.3,0,155,36.7,1284,27.8
2026-05-03T18:24:49.319000+00:00,11280,0.0,67.6,1015.2,0,0,37.1,1284,27.7
2026-05-03T18:25:49.310000+00:00,11280,1.0,68.1,1015.2,0,52,37.1,1284,27.7
2026-05-03T18:26:49.308000+00:00,11280,0.9,68.4,1015.3,0,322,37.2,1284,27.8
2026-05-03T18:27:49.319000+00:00,11280,0.9,68.2,1015.1,0,178,36.3,1284,27.8
2026-05-03T18:28:49.326000+00:00,11280,0.6,68.8,1015.2,0,256,37.0,1284,27.7
2026-05-03T18:29:49.321000+00:00,11280,0.8,68.9,1015.2,0,326,37.4,1284,27.8
2026-05-03T18:30:49.336000+00:00,11280,0.4,68.2,1015.2,0,32,37.2,1284,27.8
2026-05-03T18:31:49.356000+00:00,11280,0.4,68.2,1015.2,0,32,37.2,1284,27.5
2026-05-03T18:32:49.383000+00:00,11280,0.0,68.3,1015.2,0,0,37.1,1284,27.8
2026-05-03T18:33:49.369000+00:00,11280,0.4,68.4,1015.1,0,291,36.9,1284,27.8
2026-05-03T18:34:49.386000+00:00,11280,0.4,68.1,1015.2,0,347,36.9,1284,27.8
2026-05-03T18:35:49.386000+00:00,11280,0.5,68.2,1015.2,0,16,37.1,1284,27.7
2026-05-03T18:36:49.386000+00:00,11280,1.8,68.1,1015.2,0,335,36.7,1284,27.7
2026-05-03T18:37:49.402000+00:00,11280,1.2,69.4,1015.1,0,141,36.0,1284,27.6
2026-05-03T18:38:49.403000+00:00,11280,1.8,70.7,1015.1,0,99,34.7,1284,27.5
2026-05-03T18:39:49.434000+00:00,11280,1.0,73.0,1015.1,0,132,36.0,1284,27.4
2026-05-03T18:40:49.447000+00:00,11280,2.3,72.7,1015.0,0,153,35.2,1284,27.4
2026-05-03T18:41:49.445000+00:00,11280,2.9,73.9,1015.0,0,115,35.8,1284,27.2
2026-05-03T18:42:49.435000+00:00,11280,2.6,74.2,1015.0,0,148,35.2,1284,27.1
2026-05-03T18:43:50.501000+00:00,11280,4.8,74.4,1015.0,0,141,34.8,1284,27.0
2026-05-03T18:44:49.451000+00:00,11280,2.8,74.5,1014.9,0,154,35.2,1284,26.9
2026-05-03T18:45:49.451000+00:00,11280,2.7,75.0,1015.0,1,122,35.3,1284,26.9
2026-05-03T18:46:49.441000+00:00,11280,2.4,74.8,1015.0,0,131,35.6,1284,26.9
2026-05-03T18:47:49.452000+00:00,11280,1.3,74.2,1015.0,0,107,35.1,1284,27.0
2026-05-03T18:48:49.452000+00:00,11280,0.9,74.0,1014.9,0,129,35.1,1284,26.9
2026-05-03T18:49:49.452000+00:00,11280,1.8,72.8,1014.9,0,154,34.7,1284,26.9
2026-05-03T18:50:49.444000+00:00,11280,0.7,73.6,1014.9,1,128,35.7,1284,26.9
2026-05-03T18:51:49.453000+00:00,11280,2.5,73.6,1014.8,1,114,35.6,1284,27.0
2026-05-03T18:52:49.452000+00:00,11280,2.1,73.8,1014.9,0,167,35.7,1284,27.0
2026-05-03T18:53:49.457000+00:00,11280,2.5,74.0,1014.9,0,144,36.0,1284,27.0
