session_id,season,round,event_name,session_code,driver,team,regulation_era,session_weight,lap_count,representative_lap_s,best_lap_s,long_run_lap_s,long_run_degradation_s,top_speed_kph,air_temp_c,track_temp_c,humidity_pct,rainfall_flag,wind_speed_mps,wind_direction_deg,gap_to_session_best_s,pace_rank,gap_to_teammate_s
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,COL,Alpine,regulations_2026_reset,1.25,57,93.12966666666668,93.035,99.76904081632654,-0.0330833333333335,331.0,26.749122807017542,36.92105263157895,71.44385964912281,False,1.0649122807017544,157.01754385964912,1.0701666666666512,7.0,-2.2752916666666607
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,GAS,Alpine,regulations_2026_reset,1.25,4,97.68025,94.856,,,320.0,25.85,35.099999999999994,76.075,False,1.175,75.25,5.620749999999973,19.0,2.2752916666666607
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,HAD,Red Bull Racing,regulations_2026_reset,1.25,4,98.929,94.833,,,324.0,25.85,35.099999999999994,76.075,False,1.175,75.25,6.869499999999988,20.0,2.876249999999999
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,HAM,Ferrari,regulations_2026_reset,1.25,57,92.844,92.676,99.69218367346936,0.0159583333333334,326.0,26.74561403508772,36.92631578947369,71.43508771929825,False,1.0403508771929826,148.9298245614035,0.78449999999998,6.0,0.1301666666666676
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,HUL,Audi,regulations_2026_reset,1.25,6,111.43583333333332,94.523,135.15,,300.0,25.850000000000005,35.03333333333334,76.26666666666667,False,1.116666666666667,91.0,19.37633333333332,22.0,8.904666666666657
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,LAW,Racing Bulls,regulations_2026_reset,1.25,5,102.554,94.814,122.852,,310.0,25.860000000000003,35.08,76.17999999999999,False,1.22,88.0,10.494499999999988,21.0,4.1185833333333335
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,LEC,Ferrari,regulations_2026_reset,1.25,56,92.58366666666667,92.515,98.4369375,0.3433404255319149,322.0,26.751785714285717,36.95357142857142,71.38928571428572,False,0.9482142857142858,148.125,0.5241666666666589,4.0,-0.1301666666666534
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,LIN,Racing Bulls,regulations_2026_reset,1.25,56,94.31683333333332,94.058,101.19295833333337,0.1663617021276593,319.0,26.74285714285714,36.87857142857143,71.41071428571429,False,0.9482142857142856,141.10714285714286,2.2573333333333068,14.0,-4.118583333333348
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,NOR,McLaren,regulations_2026_reset,1.25,56,92.0595,91.869,97.68327083333334,-0.0078297872340424,330.0,26.744642857142857,36.92678571428572,71.43035714285715,False,0.9303571428571428,150.125,0.0,1.0,-0.0758333333333212
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,OCO,Haas F1 Team,regulations_2026_reset,1.25,56,94.04433333333331,93.712,100.592625,-0.0191276595744681,325.0,26.74464285714286,36.9,71.42678571428571,False,1.0107142857142857,158.46428571428572,1.984833333333313,13.0,0.0471666666666692
2026_04_R_Miami Grand Prix,2026,4,Miami Grand Prix,R,PER,Cadillac,regulations_2026_reset,1.25,56,95.17900000000002,94.895,101.7421875,-0.0335744680851064,318.0,26.75,36.848214285714285,71.43571428571428,False,1.0857142857142856,159.625,3.119500000000002,17.0,-0.5619166666666615
